BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,NEIGHBORHOOD,ZONE_DISTRICT,X_COORD,Y_COORD
2006-BFN-1020549,KONA GRILL,3000 E 1ST AVESUITE #184 ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-07-13 03:00:18,2021-07-12 00:00:00,None,None,None,None,None,80206-5640,10,3,03800,Cherry Creek,B-3,3153820.0,1686410.0
2002-BFN-1686,DENVER COUNTRY CLUB,1700 E 1ST AVE,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2021-01-04 13:03:17,2021-12-31 00:00:00,245645.0,1700 E 1st Ave,None,Denver,CO,80218,10,3,03203,Country Club,OS-B,3150123.0,1686713.0
2001-BFN-16149,SAFEWAY STORE #2714,6220 E 14TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-01-26 14:54:03,2022-01-13 00:00:00,126857.0,6220 E 14th Ave,None,Denver,CO,80220,5,2,04304,Montclair,B-3,3164346.0,1694028.0
2010-BFN-1049886,VIEW HOUSE,2015 MARKET ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-07-29 12:32:28,2022-06-27 00:00:00,43474.0,2015 Market St,None,Denver,CO,80205,9,6,01600,Five Points,PUD,3142504.0,1699926.0
2011-BFN-1057408,7-ELEVEN STORE 25052B,890 S FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-02-17 14:35:41.000001,2022-02-20 00:00:00,95003.0,890 S Federal Blvd,None,Denver,CO,80219,7,4,01301,Athmar Park,E-MX-3,3133746.0,1680427.0
2018-BFN-0005403,2018-BFN-0005403,2955 N ULSTER STUNIT 101 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-01-31 16:08:28,2021-10-06 00:00:00,261723.0,2955 N Ulster St Unit 101,None,Denver,CO,80238,8,5,04105,Central Park,R-MU-30,3170200.0,1702002.0
2010-BFN-1051279,OLD LIQUOR,3020 SPEER BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-03-19 16:29:44,2022-03-28 00:00:00,377740.0,3020 N Speer Blvd,None,Denver,CO,80211,1,1,00303,West Highland,U-MX-3,3133351.0,1702377.0
2020-BFN-0005935,LOU'S ITALIAN SPECIALTIES,3357 N DOWNING ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-08 16:36:41,2022-02-22 00:00:00,40701.0,3357 N Downing St,None,Denver,CO,80205,9,2,01600,Five Points,C-MX-3,3148002.0,1703657.0
2011-BFN-1057344,MECCA TAVERN,815 FEDERAL BLVD,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-19 18:28:59,2022-01-10 00:00:00,70349.0,815 N Federal Blvd,None,Denver,CO,80204,3,1,00905,Villa Park,E-MX-3,3133453.0,1691054.0
2011-BFN-1054715,PHO BOM VIETNAMESE NODDLE & GRILL,8800 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-19 13:58:00,2021-11-07 00:00:00,148927.0,8800 E Hampden Ave,None,Denver,CO,80231,4,3,06810,Hampden South,S-MX-5A,3172811.0,1663206.0
2007-BFN-1029376,HILLSTONE RESTAURANT,303 N JOSEPHINE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-05-18 09:53:27,2022-02-03 00:00:00,84719.0,303 N Josephine St,None,Denver,CO,80206,10,3,03800,Cherry Creek,CCN,3152298.0,1688048.0
2021-BFN-0000548,STEM CIDERS,2811 WALNUT STUNIT 150 ,LIQUOR - VINTNER'S RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-07-01 14:08:06,2022-06-29 00:00:00,465981.0,2811 Walnut St Unit 150,None,Denver,CO,80205,9,2,01600,Five Points,I-MX-5,3145109.0,1702691.0
2021-BFN-0005863,MASON'S FAMOUS LOBSTER ROLLS,2415 E 2ND AVE,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-07-27 00:00:00,2021-07-26 08:47:38,162255.0,2415 E 2nd Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-8,3152557.0,1687425.0
2013-BFN-1069224,MODERN MARKET,900 16TH STUNIT A ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-05-13 08:13:41,2022-01-27 00:00:00,55228.0,900 16th St,None,Denver,CO,80202,9,6,01702,CBD,D-TD,3142232.0,1697202.0
2021-BFN-0001411,LITTLE OWL COFFEE,410 17TH ST,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-03-25 00:00:00,2021-03-08 11:53:16,55314.0,410 17th St,None,Denver,CO,80202,9,6,01702,CBD,D-C,3143710.0,1696345.0
2006-BFN-1021217,THE RETRO ROOM,2034 LARIMER ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2020-07-21 10:13:31,2021-08-31 00:00:00,None,None,None,None,None,80205,9,6,01600,Five Points,C-MX-8,3142874.0,1699688.0
2002-BFN-87000,DENVER SWEET,776 N LINCOLN ST,LIQUOR - TAVERN AND CABARET,DELINQUENT,2021-08-08 03:00:20.000001,2021-08-07 00:00:00,68314.0,776 N Lincoln St,None,Denver,CO,80203,10,6,02702,Capitol Hill,D-GT,3144635.0,1690701.0
2010-BFN-1046622,MELLOW MUSHROOM,1201 16TH STSUITE 108 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-01-28 08:58:39,2022-01-17 00:00:00,367560.0,1201 16th St Unit 108,None,Denver,CO,80202-1570,9,6,01701,Union Station,D-C,3141432.0,1698125.0
2001-BFN-70118,LA PASADITA INN MEXICAN RESTAURANT,1959 PARK AVESUITE A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-25 11:40:25,2021-10-01 00:00:00,None,None,None,None,None,80218,9,6,02402,Five Points,C-MX-5,3146862.0,1697523.0
2002-BFN-7892,ERAWAN CAFE,3919 E 8TH AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2020-12-23 09:47:57,2021-11-26 00:00:00,185475.0,3919 E 8th Ave,None,Denver,CO,80206,10,2,03300,Congress Park,U-MX-3,3157160.0,1691004.0
2014-BFN-0005561,ZOE MA MA,1615 WYNKOOP SUITE 102 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-19 15:22:26,2022-04-07 00:00:00,389398.0,1615 Wynkoop St,None,Denver,CO,80202,9,6,01701,Union Station,T-MU-30,3140366.0,1699379.0
2014-BFN-1070765,REAL DE MINAS MEXICAN GRILL IV,12244 E 44TH AVEUNIT 110 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-01-28 14:30:02.000001,2022-01-18 00:00:00,451023.0,12244 E 44th Ave,None,Denver,CO,80239,8,5,08312,Montbello,B-4,3183951.0,1708302.0
2016-BFN-0001559,BLUE AGAVE GRILL,1201 16TH STUNIT 104 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-29 08:26:29,2022-07-07 00:00:00,265025.0,1201 16th St Unit 100,None,Denver,CO,80202,9,6,01701,Union Station,D-C,3141551.0,1698004.0
2013-BFN-1070270,WINE DISPENSARY,1590 LITTLE RAVEN STUNIT 175 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-11-20 08:36:32.000001,2021-11-13 00:00:00,270138.0,1590 Little Raven St Unit 175,None,Denver,CO,80202,9,6,01701,Union Station,PUD,3139156.0,1700131.0
2002-BFN-59731,PP ASSOC OF THE CITY & COUNTY OF DENVER,2105 DECATUR ST,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2021-04-07 15:30:43,2022-03-22 00:00:00,52524.0,2105 N Decatur St,None,Denver,CO,80211,1,1,00600,Jefferson Park,PUD,3134233.0,1698138.0
2010-BFN-1048377,OTOTO FOOD & WINE BAR,1501 S PEARL ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-09 13:29:02.000001,2021-09-21 00:00:00,366720.0,1501 S Pearl St,None,Denver,CO,80210,7,3,03001,Platt Park,U-MS-2,3146190.0,1676367.0
2014-BFN-1072042,MOON RIVER ASIAN BISTRO INC,320 BROADWAY SUITE C ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-28 13:08:59,2021-10-01 00:00:00,361630.0,320 N Broadway Ste C,None,Denver,CO,80203,7,3,02802,Speer,G-MS-5,3144267.0,1688068.0
2016-BFN-0002690,THE GRATEFUL GNOME SANDWICH SHOPPE & BREWERY,4369 N STUART ST,LIQUOR - BREW PUB AND CABARET,DELINQUENT,2021-07-27 03:00:22,2021-07-26 00:00:00,28869.0,4369 N Stuart St,None,Denver,CO,80212,1,1,00301,Berkeley,U-MX-3,3128409.0,1707988.0
2003-BFN-1004748,LITTLE INDIA RESTAURANT,1533 CHAMPA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-25 11:29:07,2021-10-26 00:00:00,55226.0,1533 Champa St,None,Denver,CO,80202,9,6,01702,CBD,D-TD,3142074.0,1697104.0
2002-BFN-79508,MORIN,1600 15TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,DELINQUENT,2021-06-05 03:00:23,2021-06-04 00:00:00,244106.0,1600 15th St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3140120.0,1698572.0
2010-BFN-1047212,EAST COLFAX SINCLAIR,8275 E COLFAX AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-08-25 10:28:09,2022-07-28 00:00:00,22984.0,8275 E Colfax Ave,None,Denver,CO,80220,8,2,04403,East Colfax,E-MS-3,3170963.0,1695161.0
2002-BFN-35071,ZITRO CITY VIEW TAVERN,3300 NAVAJO ST,LIQUOR - TAVERN,DELINQUENT,2021-07-03 03:00:32,2021-07-02 00:00:00,261421.0,3300 N Navajo St,None,Denver,CO,80211,1,1,01102,Highland,U-MX-3,3139458.0,1703315.0
2007-BFN-1026027,CIRCLE K STORE #2709842,4570 CHAMBERS RD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-08-05 14:32:40,2022-07-12 00:00:00,158134.0,4570 N Chambers Rd,None,Denver,CO,80239,11,5,08303,Gateway - Green Valley Ranch,GTWY,3194214.0,1708098.0
2002-BFN-95269,JOY WINE AND SPIRITS,1302 E 6TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-09-08 15:07:59,2021-09-09 00:00:00,None,None,None,None,None,80218,10,3,03203,Country Club,U-MX-2,3148674.0,1689517.0
2014-BFN-0005155,HOMEGROWN TAP & DOUGH,1001 S GAYLORD ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-22 12:14:43,2022-02-10 00:00:00,89537.0,1001 S Gaylord St,None,Denver,CO,80209,6,3,03402,Washington Park,U-MS-2,3151376.0,1679669.0
2002-BFN-96408,DARCY'S,4955 S ULSTER ST STE 103 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-02 13:57:36,2022-02-05 00:00:00,362898.0,4955 S Ulster St Ste 103,None,Denver,CO,80237,4,3,06804,Hampden South,B-8,3170362.0,1653802.0
2002-BFN-84831,REIVER'S RESTAURANT,1085 S GAYLORD ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-01 07:11:31,2022-06-02 00:00:00,188928.0,1085 S Gaylord St,None,Denver,CO,80209,6,3,03402,Washington Park,U-MS-2,3151421.0,1679159.0
2010-BFN-1049883,OCEAN PRIME,1465 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-12-31 09:12:40,2021-12-08 00:00:00,186836.0,1465 Larimer St,None,Denver,CO,80202,9,6,01701,Union Station,D-C,3140910.0,1697828.0
2002-BFN-68372,THE DIRTY DUCK BAR,4780 E EVANS AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-06-28 13:52:02,2022-06-11 00:00:00,142447.0,4780 E Evans Ave,None,Denver,CO,80222,4,3,06901,Goldsmith,I-MX-3,3159901.0,1672438.0
2013-BFN-1069173,TRADER JOE'S #302,661 N LOGAN ST,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-12-18 14:45:12,2021-12-16 00:00:00,460324.0,661 N Logan St,None,Denver,CO,80203,10,3,02801,Speer,G-MX-3,3145547.0,1690020.0
2014-BFN-1074636,DAE GEE #2,827 COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-12-31 08:14:43,2021-12-25 00:00:00,175468.0,827 N Colorado Blvd,None,Denver,CO,80206,10,2,03300,Congress Park,U-MX-3,3157204.0,1691211.0
2010-BFN-1046372,THE SUMMIT MUSIC HALL,1902 BLAKE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-07-29 13:55:34.000001,2022-07-02 00:00:00,43511.0,1902 Blake St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3141975.0,1699673.0
2005-BFN-1013260,CREPES 'N CREPES,2816 E 3RD AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-29 09:18:40.000001,2022-05-01 00:00:00,None,None,None,None,None,80206,10,3,03800,Cherry Creek,C-CCN-5,3153536.0,1687893.0
2013-BFN-1069310,LC TACOS,2463 LARIMER ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-12-01 11:01:47,2021-11-28 00:00:00,172814.0,2463 Larimer St,None,Denver,CO,80205,9,6,01600,Five Points,C-MX-5,3144266.0,1701229.0
2018-BFN-0000952,BLUE SPARROW EVENTS,3070 BLAKE STSTE 180 ,LIQUOR - LODGING AND ENTERTAINMENT AND CABARET,LICENSE ISSUED - ACTIVE,2021-07-09 10:50:49.000001,2022-06-26 00:00:00,488263.0,3070 Blake St Ste 180,None,Denver,CO,80205,9,2,01600,Five Points,I-MX-5,3145877.0,1703689.0
2019-BFN-0002386,BRUTO,1801 BLAKE STSTE 100 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-29 08:47:59,2022-06-18 00:00:00,32575046.0,1801 Blake St Ste 100,None,Denver,CO,None,9,6,01701,Union Station,D-LD,3141487.0,1699425.0
2013-BFN-1066275,BAR NUN,1225 N LOGAN ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2020-10-27 08:26:49,2022-02-07 00:00:00,221806.0,1225 N Logan St,None,Denver,CO,80203,10,6,02701,Capitol Hill,G-MU-5,3145499.0,1693227.0
2002-BFN-79475,DOWNTOWN CHURCH,1160 LINCOLN ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-07-29 09:38:40,2022-05-27 00:00:00,67131.0,1160 N Lincoln St,None,Denver,CO,80203,10,6,02701,Capitol Hill,D-GT,3144631.0,1693029.0
2017-BFN-0007406,THE JACQUARD,222 N MILWAUKEE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-24 15:05:44,2021-12-20 00:00:00,182655.0,222 N Milwaukee St,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-8,3154166.0,1687553.0
2014-BFN-1070958,ALL GOLF AT OVERLAND,1801 S HURON ST,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES,LICENSE ISSUED - ACTIVE,2021-08-26 09:21:32.000001,2022-07-29 00:00:00,104787.0,1801 S Huron St,None,Denver,CO,80223,7,3,01403,Overland,OS-A,3141428.0,1674089.0
2016-BFN-0002548,"THE BINDERY, LTD",1817 CENTRAL ST,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-08-01 03:00:23,2021-07-31 00:00:00,482043.0,1817 Central St,None,Denver,CO,80211,1,1,01102,Highland,C-MX-5,3138744.0,1702335.0
2020-BFN-0002034,HAMPTON INN DENVER AIRPORT,6290 N TOWER RD,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-05-19 08:03:18,2021-09-24 00:00:00,54.0,6290 N Tower Rd,None,Denver,CO,80249,11,5,08313,DIA,GTWY,3204764.0,1720939.0
2005-BFN-1013106,DIAMOND CABARET,1222 GLENARM PL,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-04-20 11:57:05,2022-03-30 00:00:00,177137.0,1222 Glenarm Pl,None,Denver,CO,80204,9,6,01702,CBD,D-C,3142209.0,1694992.0
2014-BFN-1070554,7-ELEVEN STORE 35668A,3445 W COLFAX AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-12-31 11:19:23,2022-01-13 00:00:00,366261.0,3445 W Colfax Ave,None,Denver,CO,80204,3,1,00702,West Colfax,C-MS-8,3131393.0,1694988.0
2001-BFN-92139,.,3400 COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-11-02 09:32:42,2021-10-29 00:00:00,261481.0,3400 N Colorado Blvd,None,Denver,CO,80205,8,2,04101,Northeast Park Hill,E-CC-3X,3157379.0,1703938.0
2007-BFN-1025226,NORDSTROM BAZILLE,2810 E 1ST AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-05-20 14:41:03,2022-04-30 00:00:00,84963.0,2810 E 1st Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,B-3,3153211.0,1686545.0
2006-BFN-1024510,PAUL'S LIQUOR,1131 E COLFAX AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-04-12 14:41:05,2022-04-05 00:00:00,261948.0,1131 E Colfax Ave,None,Denver,CO,80218,9,6,03102,City Park West,C-MS-5,3148313.0,1694957.0
2001-BFN-3618,LA LOMA RESTAURANT,1801 N BROADWAY UNIT 116 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 15:24:14,2022-07-31 00:00:00,519666.0,1801 N Broadway Ste 116,None,Denver,CO,80202,9,6,01702,CBD,D-C,3144028.0,1696630.0
2017-BFN-0001369,SILCO FUELS #11,295 S BROADWAY ,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-07-29 10:58:22,2022-06-01 00:00:00,182227.0,295 S Broadway,None,Denver,CO,80209,7,3,02100,Baker,U-MS-3,3144049.0,1684456.0
2010-BFN-1050957,THE MATCHBOX,2625 LARIMER ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-12 13:08:28,2022-02-02 00:00:00,43205.0,2625 Larimer St,None,Denver,CO,80205,9,2,01600,Five Points,I-MX-3,3144765.0,1701816.0
2014-BFN-1071665,BROWN PALACE HOTEL,321 17TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-10-12 07:46:45,2021-09-03 00:00:00,55295.0,321 17th St,None,Denver,CO,80202,9,6,01702,CBD,D-C,3144044.0,1696245.0
2014-BFN-1072780,TEMAKI DEN,3350 N BRIGHTON BLVDUNIT 100 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-03-19 13:33:04.000001,2022-03-27 00:00:00,453521.0,3350 N Brighton Blvd Unit 100,None,Denver,CO,80216,9,2,01600,Five Points,I-MX-8,3146302.0,1705241.0
2001-BFN-82394,MESSAWDAH LLH,1745 -61 WAZEE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-10-15 09:42:19,2022-01-05 00:00:00,None,None,None,None,None,80202,9,6,01701,Union Station,D-LD,3141107.0,1699569.0
2007-BFN-1029078,DOUGHERTY'S,5 E ELLSWORTH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-22 01:48:16,2022-02-14 00:00:00,185281.0,5 E Ellsworth Ave,None,Denver,CO,80209,7,3,02802,Speer,G-MS-5,3144267.0,1686331.0
2002-BFN-88544,THE BLUE ICE,22 BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-07-29 13:59:54,2022-07-04 00:00:00,261468.0,22 N Broadway,None,Denver,CO,80203,7,3,02802,Speer,G-MS-5,3144225.0,1686481.0
2002-BFN-83641,BAYON LIQUORS,3101 E COLFAX AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-05-18 10:13:53.000001,2022-03-18 00:00:00,58484.0,3101 E Colfax Ave,None,Denver,CO,80206,9,2,03701,City Park,G-MS-3,3154396.0,1695058.0
2020-BFN-0001669,BARTACO,2001 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-29 10:26:12,2022-05-26 00:00:00,44811.0,2001 W 32nd Ave,None,Denver,CO,80211,1,1,00402,Highland,C-MX-5,3137386.0,1702853.0
2007-BFN-1027562,MUSEUM OF CONTEMPORARY ART/DENVER,1485 DELGANY ST,LIQUOR - ARTS,LICENSE ISSUED - ACTIVE,2020-11-30 10:21:56,2021-11-07 00:00:00,186598.0,1485 Delgany St,None,Denver,CO,80202,9,6,01701,Union Station,PUD,3139407.0,1699275.0
2014-BFN-1071079,9THAI,4122 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-21 10:15:35,2022-04-25 00:00:00,351791.0,4122 E Colfax Ave,None,Denver,CO,80220,5,2,04301,Hale,U-MS-3,3157847.0,1694884.0
2014-BFN-1074565,THE MOLECULE EFFECT,1201 SANTA FE DRSUITE A ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-02-01 15:23:37,2021-10-15 00:00:00,358324.0,1201 N Santa Fe Dr Ste A,None,Denver,CO,80204,3,1,01800,Lincoln Park,C-MS-8,3140911.0,1693152.0
2014-BFN-1072482,HAPPY CAMPER PIZZERIA,3211 N PECOS ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-25 15:18:38,2022-04-09 00:00:00,44859.0,3211 N Pecos St,None,Denver,CO,80211,1,1,01102,Highland,U-MX-3,3138665.0,1702900.0
2014-BFN-1072129,THE REFINERY,1932 BLAKE ST,LIQUOR - TAVERN AND CABARET,DELINQUENT,2021-07-31 03:00:25,2021-07-30 00:00:00,172402.0,1932 Blake St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3142066.0,1699775.0
2011-BFN-1056810,SNARF'S,1729 E EVANS AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-12 13:57:53,2022-02-20 00:00:00,352005.0,1729 E Evans Ave,None,Denver,CO,80210,6,3,03003,University,U-MS-3,3150051.0,1672532.0
2020-BFN-0003000,WATER GRILL,1691 MARKET ST,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-04-14 00:00:00,2020-06-12 14:03:30.000001,32624500.0,1691 Market St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3141338.0,1698753.0
2021-BFN-0000143,CHERRY HILLS COUNTRY CLUB,8100 E UNION AVEUNIT R101 ,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2021-03-30 12:01:29,2022-03-07 00:00:00,270169.0,8100 E Union Ave Unit R101,None,Denver,CO,80237,4,3,06804,Hampden South,B-8,3170584.0,1654481.0
2015-BFN-0008099,MATSUHISA DENVER,98 N STEELE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-02 13:35:10,2022-02-17 00:00:00,493941.0,98 N Steele St,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-MX-12,3154817.0,1686745.0
2002-BFN-79710,MOONLIGHT DINER,6250 TOWER RD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-29 08:51:30,2022-05-21 00:00:00,61.0,6250 N Tower Rd,None,Denver,CO,80249-6703,11,5,08313,DIA,GTWY,3204659.0,1720709.0
2021-BFN-0002928,WONDERBAR,6751 E CHENANGO ,LIQUOR - TAVERN,PENDING,2021-06-01 00:00:00,2021-05-06 12:04:31,263118.0,6751 E Chenango Ave,None,Denver,CO,80237,4,3,06701,Southmoor Park,T-MU-30,3166805.0,1653261.0
2002-BFN-70284,POTAGER,1109 OGDEN ST,LIQUOR - BEER & WINE,DELINQUENT,2021-07-26 03:00:34,2021-07-25 00:00:00,246462.0,1109 N Ogden St,None,Denver,CO,80218-2809,10,6,02703,Capitol Hill,G-MS-3,3147535.0,1692652.0
2017-BFN-0008185,SMILING MOOSE DELI--SHERMAN,1710 N SHERMAN ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-22 12:30:02,2021-12-26 00:00:00,177981.0,1710 N Sherman St,None,Denver,CO,80203,10,6,02601,North Capitol Hill,D-C,3145007.0,1696176.0
2017-BFN-0006060,THE KENNEDY STATION,10890 E DARTMOUTH AVESTE F ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-25 07:54:42,2021-10-31 00:00:00,358045.0,10890 E Dartmouth Ave Ste F,None,Denver,CO,80014,4,3,07006,Kennedy,B-3,3179974.0,1665815.0
2013-BFN-1070385,WALMART SUPERCENTER #5676,2770 W EVANS AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-04-16 12:51:11,2022-02-25 00:00:00,116504.0,2770 W Evans Ave,None,Denver,CO,80219,7,4,05400,College View - South Platte,S-MX-3,3134727.0,1672111.0
2016-BFN-0004970,LITTLE GINGKO ASIAN CAFE,1279 N MARION ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-05-05 11:25:54,2022-02-28 00:00:00,353104.0,1279 N Marion St,None,Denver,CO,80218,10,6,03201,Cheesman Park,G-MX-3,3148507.0,1693679.0
2012-BFN-1063529,ETAI'S AT DENVER INTERNATIONAL AIRPORT,8500 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-12 12:07:10,2022-02-04 00:00:00,221155.0,8500 Pena Blvd,None,Denver,CO,80249,11,7,08313,DIA,DIA,3231903.0,1736251.0
2002-BFN-77487,SWANKY'S,1938 BLAKE ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2020-10-26 09:42:22,2021-10-04 00:00:00,None,None,None,None,None,80202,9,6,01701,Union Station,D-LD,3142106.0,1699804.0
2002-BFN-28306,CIRCLE K # 2744128,8500 W CRESTLINE AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-02-22 15:40:49,2022-02-01 00:00:00,156966.0,8500 W Crestline Ave,None,Denver,CO,80123,2,4,12010,Marston,B-4,3114607.0,1650075.0
2012-BFN-1063115,HI-DIVE,7 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-12 14:07:31,2022-02-19 00:00:00,171810.0,7 S Broadway,None,Denver,CO,80209,7,3,02100,Baker,U-MS-3,3144111.0,1686221.0
